from_slug,to_slug,type,label,explanation,confidence,strength,directed,evidence_urls,last_checked,source,reviewer_note
pleiades,robinhood-crypto,partner_named,Day-1 / launch partner,Robinhood Crypto is named as a day-1 or launch partner in narratives around Pleiades. Partner naming is orientation only — not performance or security endorsement.,high,strong,true,https://robinhood.com/us/en/newsroom/robinhood-accelerates-global-expansion-robinhood-chain-mainnet-stock-tokens-agentic-trading/|Newsroom,2026-07-16,csv_manual,
pleiades,uniswap,partner_named,Day-1 / launch partner,Uniswap is named as a day-1 or launch partner in narratives around Pleiades. Partner naming is orientation only — not performance or security endorsement.,high,strong,true,https://robinhood.com/us/en/newsroom/robinhood-accelerates-global-expansion-robinhood-chain-mainnet-stock-tokens-agentic-trading/|Newsroom,2026-07-16,csv_manual,
pons,4-fun,competitive,Same launchpad job on RH,"Pons and 4.fun both offer permissionless token launch rails on Robinhood Chain — competing for deploy attention, not a verified integration.",medium,moderate,true,https://4.fun/|4.fun|4.fun launchpad on RH Chain; https://x.com/ponsdotfamily|Pons|Pons launchpad on RH Chain,2026-07-16,x_digest,pair-specific-evidence-2026-07-16
pons,4-fun,twitter_mention,Approval-surface risk flag,@Nikitont flagged Multicall3 / approval-surface concerns on paths related to Pons-class launchpads. Treat as risk lead — verify contracts before interacting.,medium,weak,true,https://x.com/Nikitont/status/2077713827181773021|X post,2026-07-16,x_digest,digest-2026-07-16
pons,flap,competitive,Pons flipped Flap on deploys (15 Jul),@tomwanhh reported Pons overtook Flap in RH launchpad deploy counts on 15 Jul 2026. Competitive leaderboard only — not safety or quality ranking.,medium,moderate,true,https://x.com/tomwanhh/status/2077686289541824987|Tom Wan 15 Jul board|Post explicitly states Pons flipped Flap; shows Pons #1 and Flap #2,2026-07-16,x_digest,pair-specific-evidence-2026-07-16
pons,noxa-fun,competitive,Leaderboard handoff (NOXA → Pons),Same Tom Wan thread: NOXA led the prior-week deploy board; Pons led 15 Jul. Both fight for the top launchpad slot on RH Chain.,high,strong,true,https://x.com/tomwanhh/status/2077686289541824987|Tom Wan deploy leaderboard|Prior-week #1 @Noxa_Fi vs 15 Jul #1 @ponsdotfamily; https://x.com/Noxa_Fi|NOXA Fun|Prior-week deploy leader; https://x.com/ponsdotfamily|Pons|15 Jul deploy leader,2026-07-16,x_digest,pair-specific-evidence-2026-07-16
privy,alchemy,partner_named,Day-1 / launch partner,Alchemy is named as a day-1 or launch partner in narratives around Privy. Partner naming is orientation only — not performance or security endorsement.,high,strong,true,https://docs.robinhood.com/chain/connecting/|Connecting docs;https://docs.robinhood.com/chain/|Chain docs,2026-07-16,x_digest,evidence-audit-2026-07-16
privy,robinhood-chain-docs,infra_dependency,Infrastructure dependency,"Privy is linked to Robinhood Chain Docs as infrastructure the chain or apps rely on (RPC, oracle, L2 stack, bridge, or security). Infra presence is not an app safety review.",high,strong,true,https://docs.robinhood.com/chain/connecting/|Connecting docs,2026-07-16,csv_manual,
quicknode,alchemy,partner_named,Day-1 / launch partner,Alchemy is named as a day-1 or launch partner in narratives around QuickNode. Partner naming is orientation only — not performance or security endorsement.,high,strong,true,https://docs.robinhood.com/chain/connecting/|Connecting docs;https://www.quicknode.com/builders-guide/best/top-10-robinhood-chain-rpc-providers|QuickNode guide,2026-07-16,x_digest,evidence-audit-2026-07-16
quicknode,arbitrum,partner_named,Day-1 / launch partner,Arbitrum is named as a day-1 or launch partner in narratives around QuickNode. Partner naming is orientation only — not performance or security endorsement.,high,strong,true,https://docs.robinhood.com/chain/connecting/|Connecting docs;https://www.quicknode.com/builders-guide/best/top-10-robinhood-chain-rpc-providers|QuickNode guide,2026-07-16,csv_manual,
quicknode,robinhood-chain-docs,infra_dependency,Infrastructure dependency,"QuickNode is linked to Robinhood Chain Docs as infrastructure the chain or apps rely on (RPC, oracle, L2 stack, bridge, or security). Infra presence is not an app safety review.",high,strong,true,https://docs.robinhood.com/chain/connecting/|Connecting docs;https://www.quicknode.com/builders-guide/best/top-10-robinhood-chain-rpc-providers|QuickNode guide,2026-07-16,csv_manual,
rialto,arcus,partner_named,Day-1 / launch partner,Arcus is named as a day-1 or launch partner in narratives around Rialto. Partner naming is orientation only — not performance or security endorsement.,high,strong,true,https://robinhood.com/us/en/newsroom/robinhood-accelerates-global-expansion-robinhood-chain-mainnet-stock-tokens-agentic-trading/|Newsroom,2026-07-16,x_digest,evidence-audit-2026-07-16
rialto,pleiades,liquidity_stack,Day-1 prop liquidity pair,Rialto and Pleiades appear as paired prop/specialized liquidity venues in day-1 mainnet trading lists versus public Uniswap pools.,high,moderate,true,https://robinhood.com/us/en/newsroom/robinhood-accelerates-global-expansion-robinhood-chain-mainnet-stock-tokens-agentic-trading/|Newsroom,2026-07-10,x_digest,digest-2026-07-10
rialto,pleiades,partner_named,Day-1 / launch partner,Pleiades is named as a day-1 or launch partner in narratives around Rialto. Partner naming is orientation only — not performance or security endorsement.,high,strong,true,https://robinhood.com/us/en/newsroom/robinhood-accelerates-global-expansion-robinhood-chain-mainnet-stock-tokens-agentic-trading/|Newsroom,2026-07-16,x_digest,evidence-audit-2026-07-16
rialto,stock-tokens-official,partner_named,Day-1 / launch partner,Stock Tokens (official) is named as a day-1 or launch partner in narratives around Rialto. Partner naming is orientation only — not performance or security endorsement.,high,strong,true,https://robinhood.com/us/en/newsroom/robinhood-accelerates-global-expansion-robinhood-chain-mainnet-stock-tokens-agentic-trading/|Newsroom,2026-07-16,csv_manual,
rialto,uniswap,partner_named,Day-1 / launch partner,Uniswap is named as a day-1 or launch partner in narratives around Rialto. Partner naming is orientation only — not performance or security endorsement.,high,strong,true,https://robinhood.com/us/en/newsroom/robinhood-accelerates-global-expansion-robinhood-chain-mainnet-stock-tokens-agentic-trading/|Newsroom,2026-07-16,csv_manual,
robinhood-chain-docs,alchemy,partner_named,Day-1 / launch partner,Alchemy is named as a day-1 or launch partner in narratives around Robinhood Chain Docs. Partner naming is orientation only — not performance or security endorsement.,high,strong,true,https://docs.robinhood.com/chain/|Docs,2026-07-16,csv_manual,
robinhood-chain-docs,arbitrum,partner_named,Day-1 / launch partner,Arbitrum is named as a day-1 or launch partner in narratives around Robinhood Chain Docs. Partner naming is orientation only — not performance or security endorsement.,high,strong,true,https://docs.robinhood.com/chain/|Docs,2026-07-16,csv_manual,
robinhood-chain-docs,quicknode,infra_dependency,Infrastructure dependency,"Robinhood Chain Docs is linked to QuickNode as infrastructure the chain or apps rely on (RPC, oracle, L2 stack, bridge, or security). Infra presence is not an app safety review.",high,strong,true,https://docs.robinhood.com/chain/|Docs,2026-07-16,csv_manual,
robinhood-chain-docs,robinhood-crypto,official_stack,Official product family,Robinhood Chain Docs and Robinhood Crypto are official Robinhood Chain product surfaces in the same stack — verify each product's eligibility and docs separately.,high,strong,true,https://docs.robinhood.com/chain/|Docs,2026-07-16,csv_manual,
robinhood-crypto,arbitrum,infra_dependency,Built on Arbitrum L2,Official RH Chain page states the network is developed on Arbitrum Layer 2 infrastructure (Orbit-class stack context).,high,strong,true,https://robinhood.com/us/en/chain/|Chain page,2026-07-10,x_digest,digest-2026-07-10
robinhood-crypto,arbitrum,partner_named,Day-1 / launch partner (text),Arbitrum is named as a day-1 or launch partner in narratives around Robinhood Crypto. Partner naming is orientation only — not performance or security endorsement. Arbitrum appears in Robinhood Crypto about/summary copy.,high,strong,true,https://robinhood.com/us/en/chain/|Chain page;https://docs.robinhood.com/chain/|Docs,2026-07-16,text_mining,auto from about/summary
robinhood-crypto,robinhood-chain-docs,official_stack,Official product family,Robinhood Crypto and Robinhood Chain Docs are official Robinhood Chain product surfaces in the same stack — verify each product's eligibility and docs separately.,high,strong,true,https://robinhood.com/us/en/chain/|Chain page;https://docs.robinhood.com/chain/|Docs,2026-07-16,csv_manual,
robinhood-crypto,robinhood-earn,official_stack,Official product family,Robinhood Crypto and Robinhood Earn are official Robinhood Chain product surfaces in the same stack — verify each product's eligibility and docs separately.,high,strong,true,https://robinhood.com/us/en/chain/|Chain page;https://docs.robinhood.com/chain/|Docs,2026-07-16,csv_manual,
robinhood-crypto,robinhood-wallet,official_stack,Official product family,Robinhood Crypto and Robinhood Wallet are official Robinhood Chain product surfaces in the same stack — verify each product's eligibility and docs separately.,high,strong,true,https://robinhood.com/us/en/chain/|Chain page;https://docs.robinhood.com/chain/|Docs,2026-07-16,csv_manual,
robinhood-crypto,stock-tokens-official,official_stack,Official product family,Robinhood Crypto and Stock Tokens (official) are official Robinhood Chain product surfaces in the same stack — verify each product's eligibility and docs separately.,high,strong,true,https://robinhood.com/us/en/chain/|Chain page;https://docs.robinhood.com/chain/|Docs,2026-07-16,csv_manual,
robinhood-earn,ethena,lending_stack,Earn stack partner,Newsroom cites Ethena in Robinhood Earn partner stack around USDG lending on RH Chain.,high,strong,true,https://robinhood.com/us/en/newsroom/robinhood-accelerates-global-expansion-robinhood-chain-mainnet-stock-tokens-agentic-trading/|Newsroom,2026-07-10,x_digest,digest-2026-07-10
robinhood-earn,maple,lending_stack,Earn stack partner,Maple named in Earn launch partner stack — institutional credit lane distinct from open Morpho markets.,high,moderate,true,https://robinhood.com/us/en/newsroom/robinhood-accelerates-global-expansion-robinhood-chain-mainnet-stock-tokens-agentic-trading/|Newsroom,2026-07-10,x_digest,digest-2026-07-10
robinhood-earn,morpho,lending_stack,Earn powered by Morpho,Official Earn copy and newsroom name Morpho as lending infrastructure behind USDG yield narrative on RH Chain.,high,strong,true,https://robinhood.com/us/en/newsroom/robinhood-accelerates-global-expansion-robinhood-chain-mainnet-stock-tokens-agentic-trading/|Newsroom,2026-07-10,x_digest,digest-2026-07-10
robinhood-earn,spark,lending_stack,Earn stack partner,Spark appears in official Earn-adjacent partner narrative alongside Morpho on RH Chain.,high,strong,true,https://robinhood.com/us/en/newsroom/robinhood-accelerates-global-expansion-robinhood-chain-mainnet-stock-tokens-agentic-trading/|Newsroom,2026-07-10,x_digest,digest-2026-07-10
robinhood-earn,steakhouse,lending_stack,Earn curator partner,Newsroom launch narrative names Steakhouse among Earn/Morpho partner stack on RH Chain.,high,strong,true,https://robinhood.com/us/en/newsroom/robinhood-accelerates-global-expansion-robinhood-chain-mainnet-stock-tokens-agentic-trading/|Newsroom,2026-07-10,x_digest,digest-2026-07-10
robinhood-earn,usdg-paxos,lending_stack,Earn / lending stack,"Robinhood Earn and USDG / Paxos sit in the Robinhood Earn / USDG / Morpho lending story on RH Chain. Yield, curator, and market parameters change — read primary docs.",high,strong,true,https://robinhood.com/us/en/crypto/earn/|Earn;https://robinhood.com/us/en/newsroom/robinhood-accelerates-global-expansion-robinhood-chain-mainnet-stock-tokens-agentic-trading/|Newsroom,2026-07-16,csv_manual,
robinhood-wallet,1inch,partner_named,Day-1 / launch partner,1inch is named as a day-1 or launch partner in narratives around Robinhood Wallet. Partner naming is orientation only — not performance or security endorsement.,high,strong,true,https://robinhood.com/us/en/chain/|Chain page,2026-07-16,csv_manual,
robinhood-wallet,1inch,product_integration,Wallet trading routes,Wallet trading narratives on RH Chain cite aggregator routing (1inch-class) alongside native DEX venues for swap UX.,high,moderate,true,https://x.com/RobinhoodCrypto/status/2077420481355849815|X post,2026-07-10,x_digest,digest-2026-07-10
robinhood-wallet,robinhood-crypto,official_stack,Official product family,Robinhood Wallet and Robinhood Crypto are official Robinhood Chain product surfaces in the same stack — verify each product's eligibility and docs separately.,high,strong,true,https://robinhood.com/us/en/chain/|Chain page,2026-07-16,csv_manual,
robinhood-wallet,trust-wallet,infra_dependency,Infrastructure dependency,"Robinhood Wallet is linked to Trust Wallet as infrastructure the chain or apps rely on (RPC, oracle, L2 stack, bridge, or security). Infra presence is not an app safety review.",high,strong,true,https://robinhood.com/us/en/chain/|Chain page,2026-07-16,csv_manual,
robinhood-wallet,uniswap,partner_named,Day-1 / launch partner,Uniswap is named as a day-1 or launch partner in narratives around Robinhood Wallet. Partner naming is orientation only — not performance or security endorsement.,high,strong,true,https://robinhood.com/us/en/chain/|Chain page,2026-07-16,csv_manual,
robinhood-wallet,uniswap,product_integration,Wallet checkout on RH Chain,@RobinhoodCrypto (Tier 0) promoted Apple/Google Pay checkout on Robinhood Chain via Wallet — swaps/liquidity often route through public DEX infra like Uniswap.,high,strong,true,https://x.com/RobinhoodCrypto/status/2077420481355849815|X post,2026-07-16,x_digest,digest-2026-07-16
robinode,stock-tokens-official,product_integration,Product / UX integration,RobiNode is oriented as integrating with or routing through Stock Tokens (official) in official or high-signal ecosystem copy. Confirm live deployments before assuming user exposure.,high,strong,true,https://robinhood.com/rhj/stocktokens|Stock Tokens,2026-07-16,csv_manual,
robinode,stock-tokens-official,twitter_mention,Listed ≠ liquid,@robinodexyz highlights that stock tokens can be listed onchain without being sellable at size — routing/sellability is a separate check from ticker presence.,medium,moderate,true,https://x.com/robinodexyz/status/2077709280913031179|X post,2026-07-16,x_digest,digest-2026-07-16
robinode,uniswap,partner_named,Day-1 / launch partner,Uniswap is named as a day-1 or launch partner in narratives around RobiNode. Partner naming is orientation only — not performance or security endorsement.,high,strong,true,https://uniswap.org/|Uniswap,2026-07-16,csv_manual,
robinswap,morpho,partner_named,Day-1 / launch partner,Morpho is named as a day-1 or launch partner in narratives around RobinSwap. Partner naming is orientation only — not performance or security endorsement.,high,strong,true,https://morpho.org/|Morpho,2026-07-16,csv_manual,
robinswap,uniswap,partner_named,Day-1 / launch partner,Uniswap is named as a day-1 or launch partner in narratives around RobinSwap. Partner naming is orientation only — not performance or security endorsement.,high,strong,true,https://uniswap.org/|Uniswap,2026-07-16,csv_manual,
sheriff-exchange,morpho,partner_named,Day-1 / launch partner,Morpho is named as a day-1 or launch partner in narratives around Sheriff Exchange. Partner naming is orientation only — not performance or security endorsement.,high,strong,true,https://morpho.org/|Morpho,2026-07-16,csv_manual,
sheriff-exchange,uniswap,partner_named,Day-1 / launch partner,Uniswap is named as a day-1 or launch partner in narratives around Sheriff Exchange. Partner naming is orientation only — not performance or security endorsement.,high,strong,true,https://uniswap.org/|Uniswap,2026-07-16,csv_manual,
slvr,cash-cat,competitive,Attention-layer cluster,SLVR and Cash Cat are grouped as gamified/meme attention samples on RH Chain in the same volume-composition story.,low,weak,true,https://x.com/thedefiedge/status/2077709910591365630|DeFi Edge RH volume thread|Discusses native meme/gamified attention driving early RH DEX volume,2026-07-16,x_digest,pair-specific-evidence-2026-07-16
slvr,noxa-fun,ecosystem_directory,Attention apps on RH Chain,"SLVR (gamified attention) and NOXA (launchpad) coexist on RH Chain — map neighbors, not an integration.",medium,moderate,true,https://defillama.com/chain/robinhood-chain|DefiLlama RH Chain|Lists RH-native apps side by side; https://x.com/S_L_V_R_FUN|SLVR|SLVR attention app; https://x.com/Noxa_Fi|NOXA Fun|NOXA launchpad,2026-07-16,x_digest,pair-specific-evidence-2026-07-16
spark,morpho,partner_named,Day-1 / launch partner,Morpho is named as a day-1 or launch partner in narratives around Spark. Partner naming is orientation only — not performance or security endorsement.,high,strong,true,https://morpho.org/|Morpho,2026-07-16,csv_manual,
spark,robinhood-earn,lending_stack,Earn / lending stack,"Spark and Robinhood Earn sit in the Robinhood Earn / USDG / Morpho lending story on RH Chain. Yield, curator, and market parameters change — read primary docs.",high,strong,true,https://robinhood.com/us/en/crypto/earn/|Earn;https://robinhood.com/us/en/newsroom/robinhood-accelerates-global-expansion-robinhood-chain-mainnet-stock-tokens-agentic-trading/|Newsroom,2026-07-16,csv_manual,
steakhouse,morpho,partner_named,Day-1 / launch partner,Morpho is named as a day-1 or launch partner in narratives around Steakhouse. Partner naming is orientation only — not performance or security endorsement.,high,strong,true,https://morpho.org/|Morpho,2026-07-16,csv_manual,
steakhouse,robinhood-earn,lending_stack,Earn / lending stack,"Steakhouse and Robinhood Earn sit in the Robinhood Earn / USDG / Morpho lending story on RH Chain. Yield, curator, and market parameters change — read primary docs.",high,strong,true,https://robinhood.com/us/en/crypto/earn/|Earn;https://robinhood.com/us/en/newsroom/robinhood-accelerates-global-expansion-robinhood-chain-mainnet-stock-tokens-agentic-trading/|Newsroom,2026-07-16,csv_manual,
steakhouse,uniswap,partner_named,Day-1 / launch partner,Uniswap is named as a day-1 or launch partner in narratives around Steakhouse. Partner naming is orientation only — not performance or security endorsement.,high,strong,true,https://uniswap.org/|Uniswap,2026-07-16,csv_manual,
stock-tokens-official,chainlink,partner_named,Day-1 / launch partner,Chainlink is named as a day-1 or launch partner in narratives around Stock Tokens (official). Partner naming is orientation only — not performance or security endorsement.,high,strong,true,https://robinhood.com/rhj/stocktokens|Stock Tokens,2026-07-16,csv_manual,
stock-tokens-official,rialto,partner_named,Day-1 / launch partner,Rialto is named as a day-1 or launch partner in narratives around Stock Tokens (official). Partner naming is orientation only — not performance or security endorsement.,high,strong,true,https://robinhood.com/rhj/stocktokens|Stock Tokens,2026-07-16,csv_manual,
stock-tokens-official,robinhood-crypto,official_stack,Official product family,Stock Tokens (official) and Robinhood Crypto are official Robinhood Chain product surfaces in the same stack — verify each product's eligibility and docs separately.,high,strong,true,https://robinhood.com/rhj/stocktokens|Stock Tokens,2026-07-16,csv_manual,
stock-tokens-official,uniswap,partner_named,Day-1 / launch partner,Uniswap is named as a day-1 or launch partner in narratives around Stock Tokens (official). Partner naming is orientation only — not performance or security endorsement.,high,strong,true,https://robinhood.com/rhj/stocktokens|Stock Tokens,2026-07-16,csv_manual,
stock-tokens-official,usdg-paxos,product_integration,Product / UX integration,Stock Tokens (official) is oriented as integrating with or routing through USDG / Paxos in official or high-signal ecosystem copy. Confirm live deployments before assuming user exposure.,high,strong,true,https://robinhood.com/rhj/stocktokens|Stock Tokens,2026-07-16,csv_manual,
swaphood,robinswap,liquidity_stack,Adjacent native DEXs on RH,"SwapHood and RobinSwap are separate native AMM venues on Robinhood Chain — compare depth per pool, not headline chain volume.",medium,moderate,true,https://defillama.com/chain/robinhood-chain|DefiLlama RH Chain|Lists SwapHood and RobinSwap as distinct DEX protocols on RH Chain,2026-07-16,x_digest,pair-specific-evidence-2026-07-16
swaphood,sheriff-exchange,liquidity_stack,Adjacent native DEXs on RH,SwapHood and Sheriff Exchange occupy parallel native DEX jobs on RH Chain with separate TVL pools.,medium,moderate,true,https://defillama.com/chain/robinhood-chain|DefiLlama RH Chain|Lists SwapHood and Sheriff Exchange as separate RH DEX entries,2026-07-16,x_digest,pair-specific-evidence-2026-07-16
swaphood,uniswap,partner_named,Day-1 / launch partner,Uniswap is named as a day-1 or launch partner in narratives around SwapHood. Partner naming is orientation only — not performance or security endorsement.,high,strong,true,https://defillama.com/chain/robinhood-chain|DefiLlama,2026-07-16,csv_manual,
symbiosis,layerzero,infra_dependency,Bridge messaging stack,Symbiosis and LayerZero are cited together in RH ecosystem bridge/messaging maps — cross-chain path adds bridge risk surface.,medium,moderate,true,https://symbiosis.finance|Symbiosis,2026-07-10,x_digest,digest-2026-07-10 primary cross-check
symbiosis,layerzero,partner_named,Day-1 / launch partner,LayerZero is named as a day-1 or launch partner in narratives around Symbiosis. Partner naming is orientation only — not performance or security endorsement.,high,strong,true,https://symbiosis.finance|Symbiosis,2026-07-16,csv_manual,
symbiosis,robinhood-crypto,infra_dependency,Infrastructure dependency,"Symbiosis is linked to Robinhood Crypto as infrastructure the chain or apps rely on (RPC, oracle, L2 stack, bridge, or security). Infra presence is not an app safety review.",high,strong,true,https://symbiosis.finance|Symbiosis,2026-07-16,csv_manual,
the-defi-edge,cash-cat,twitter_mention,Meme volume composition,@thedefiedge uses native meme activity (Cash Cat-class tokens) to explain why headline DEX volume can diverge from RWA narrative.,medium,weak,true,https://x.com/thedefiedge/status/2077709910591365630|X post,2026-07-16,x_digest,digest-2026-07-16
the-defi-edge,defillama-rh-chain,media_intel,Metrics anchor for research,@thedefiedge landscape threads cite DefiLlama RH Chain dashboard for TVL/DEX volume context when arguing volume composition.,medium,weak,true,https://x.com/thedefiedge/status/2077709910591365630|X post,2026-07-03,x_digest,digest-2026-07-03
the-defi-edge,robinhood-crypto,twitter_mention,Brokerage-on-rails framing,@thedefiedge argues RH is building a vertically integrated brokerage on permissionless rails — not a meme-only casino. Orientation framing only.,medium,moderate,true,https://x.com/thedefiedge/status/2077709972092453196|X post,2026-07-16,x_digest,digest-2026-07-16
the-defi-edge,stock-tokens-official,twitter_mention,Meme vol vs stock-token road,@thedefiedge frames a fork: meme/launchpad volume today vs stock-token/RWA path as the longer thesis test for the chain.,medium,moderate,true,https://x.com/thedefiedge/status/2077709910591365630|X post,2026-07-16,x_digest,digest-2026-07-16
the-defi-edge,tom-wan,media_intel,Research cluster cross-cite,The DeFi Edge and Tom Wan are mutually cited in Hoodscape media layer — both frame RH Chain metrics and launchpad/RWA narratives for CT.,medium,weak,true,https://x.com/thedefiedge/status/2077709910591365630|X post,2026-07-03,x_digest,digest-2026-07-03
the-defi-edge,uniswap,twitter_mention,DEX vol ≠ RWA thesis,@thedefiedge notes RH Chain hit #2 DEX volume with memecoin-heavy composition — Uniswap is the public AMM capturing much of that print.,medium,moderate,true,https://x.com/thedefiedge/status/2077709910591365630|X post,2026-07-16,x_digest,digest-2026-07-16
tom-wan,defillama-rh-chain,media_intel,Onchain metrics source,@tomwanhh uses DefiLlama public metrics in RH Chain deploy and volume analysis — primary numbers with secondary interpretation.,medium,weak,true,https://x.com/tomwanhh/status/2077690634048037164|X post,2026-07-03,x_digest,digest-2026-07-03
tom-wan,flap,media_intel,Tracks Flap deploy rank,@tomwanhh names @flapdotsh as #2 on the 15 Jul RH launchpad deploy board.,medium,moderate,true,https://x.com/tomwanhh/status/2077686289541824987|Tom Wan deploy post|Names @flapdotsh #2 on 15 Jul leaderboard,2026-07-16,x_digest,pair-specific-evidence-2026-07-16
tom-wan,noxa-fun,media_intel,Tracks NOXA deploy rank,@tomwanhh names @Noxa_Fi as #1 on the prior-week RH launchpad deploy board in the same thread.,medium,moderate,true,https://x.com/tomwanhh/status/2077686289541824987|Tom Wan deploy post|Names @Noxa_Fi #1 on prior-week leaderboard,2026-07-16,x_digest,pair-specific-evidence-2026-07-16
tom-wan,pons,media_intel,Tracks Pons deploy rank,@tomwanhh reports Pons flipping Flap and lists @ponsdotfamily as #1 on 15 Jul.,medium,moderate,true,https://x.com/tomwanhh/status/2077686289541824987|Tom Wan deploy post|States Pons flipped Flap; shows @ponsdotfamily #1 on 15 Jul,2026-07-16,x_digest,pair-specific-evidence-2026-07-16
tom-wan,symbiosis,twitter_mention,Bridge vs native issuance,@tomwanhh argues canonical bridge TVL alone misses native issuance on RH Chain (~$100M mcap week narrative). Symbiosis is the named bridge TVL slice on Llama.,medium,moderate,true,https://x.com/tomwanhh/status/2077690634048037164|X post,2026-07-16,x_digest,digest-2026-07-16
tom-wan,the-defi-edge,media_intel,Research cluster cross-cite,Tom Wan and The DeFi Edge form a Tier-1 research pair frequently referenced together in RH Chain landscape digests.,medium,weak,true,https://x.com/tomwanhh/status/2077686289541824987|X post,2026-07-03,x_digest,digest-2026-07-03
trm-labs,blockaid,partner_named,Day-1 / launch partner,Blockaid is named as a day-1 or launch partner in narratives around TRM Labs. Partner naming is orientation only — not performance or security endorsement.,high,strong,true,https://x.com/trmlabs/status/2072447956993581330|TRM X post;https://www.blockaid.io/blog/blockaid-brings-real-time-transaction-protection-to-robinhood-chain|Blockaid blog,2026-07-16,x_digest,evidence-audit-2026-07-16
trust-wallet,robinhood-wallet,infra_dependency,Infrastructure dependency,"Trust Wallet is linked to Robinhood Wallet as infrastructure the chain or apps rely on (RPC, oracle, L2 stack, bridge, or security). Infra presence is not an app safety review.",high,strong,true,https://robinhood.com/us/en/chain/|Chain page,2026-07-16,csv_manual,
trust-wallet,uniswap,partner_named,Day-1 / launch partner,Uniswap is named as a day-1 or launch partner in narratives around Trust Wallet. Partner naming is orientation only — not performance or security endorsement.,high,strong,true,https://uniswap.org/|Uniswap,2026-07-16,csv_manual,
uniswap,0x,partner_named,Day-1 / launch partner,0x is named as a day-1 or launch partner in narratives around Uniswap. Partner naming is orientation only — not performance or security endorsement.,high,strong,true,https://uniswap.org/|Uniswap,2026-07-16,csv_manual,
uniswap,1inch,partner_named,Day-1 / launch partner,1inch is named as a day-1 or launch partner in narratives around Uniswap. Partner naming is orientation only — not performance or security endorsement.,high,strong,true,https://uniswap.org/|Uniswap,2026-07-16,csv_manual,
uniswap,cash-cat,liquidity_stack,Meme flow into public AMM,High-visibility native memes (Cash Cat-class) trade on public AMM venues — explains meme-heavy DEX volume composition on early RH metrics.,medium,weak,true,https://x.com/thedefiedge/status/2077709910591365630|X post,2026-07-10,x_digest,digest-2026-07-10
uniswap,pleiades,partner_named,Day-1 / launch partner,Pleiades is named as a day-1 or launch partner in narratives around Uniswap. Partner naming is orientation only — not performance or security endorsement.,high,strong,true,https://uniswap.org/|Uniswap,2026-07-16,csv_manual,
uniswap,rialto,partner_named,Day-1 / launch partner,Rialto is named as a day-1 or launch partner in narratives around Uniswap. Partner naming is orientation only — not performance or security endorsement.,high,strong,true,https://uniswap.org/|Uniswap,2026-07-16,csv_manual,
uniswap,stock-tokens-official,partner_named,Day-1 / launch partner,Stock Tokens (official) is named as a day-1 or launch partner in narratives around Uniswap. Partner naming is orientation only — not performance or security endorsement.,high,strong,true,https://uniswap.org/|Uniswap,2026-07-16,csv_manual,
usdg-paxos,morpho,partner_named,Day-1 / launch partner,Morpho is named as a day-1 or launch partner in narratives around USDG / Paxos. Partner naming is orientation only — not performance or security endorsement.,high,strong,true,https://morpho.org/|Morpho,2026-07-16,csv_manual,
usdg-paxos,robinhood-earn,lending_stack,Earn / lending stack,"USDG / Paxos and Robinhood Earn sit in the Robinhood Earn / USDG / Morpho lending story on RH Chain. Yield, curator, and market parameters change — read primary docs.",high,strong,true,https://robinhood.com/us/en/crypto/earn/|Earn;https://robinhood.com/us/en/newsroom/robinhood-accelerates-global-expansion-robinhood-chain-mainnet-stock-tokens-agentic-trading/|Newsroom,2026-07-16,csv_manual,
virtuals,noxa-fun,ecosystem_directory,Agent + launch rails on RH,Virtuals (agent tokens) and NOXA (launchpad) both appear in early RH attention maps — Tom Wan's prior-week board even listed Virtuals #3 while NOXA was #1.,medium,moderate,true,https://x.com/tomwanhh/status/2077686289541824987|Tom Wan deploy leaderboard|Prior-week board: NOXA #1 and @virtuals_io #3; https://x.com/virtuals_io|Virtuals|Agent launch platform on RH; https://x.com/Noxa_Fi|NOXA Fun|Launchpad on RH,2026-07-16,x_digest,pair-specific-evidence-2026-07-16
virtuals,robinhood-crypto,product_integration,Agentic chain narrative,Official RH Chain positioning includes agentic/AI-native themes; Virtuals-class platforms are where much agent token surface appears on the chain.,medium,moderate,true,https://robinhood.com/us/en/chain/|Chain page,2026-07-03,x_digest,digest-2026-07-03
vlad-tenev,robinhood-crypto,official_stack,Official product family,Vlad Tenev and Robinhood Crypto are official Robinhood Chain product surfaces in the same stack — verify each product's eligibility and docs separately.,high,strong,true,https://robinhood.com/us/en/chain/|Chain page;https://docs.robinhood.com/chain/|Docs,2026-07-16,csv_manual,
vlad-tenev,robinhood-wallet,official_stack,Official product family,Vlad Tenev and Robinhood Wallet are official Robinhood Chain product surfaces in the same stack — verify each product's eligibility and docs separately.,high,strong,true,https://robinhood.com/us/en/chain/|Chain page,2026-07-16,csv_manual,
vlad-tenev,stock-tokens-official,official_stack,Official product family,Vlad Tenev and Stock Tokens (official) are official Robinhood Chain product surfaces in the same stack — verify each product's eligibility and docs separately.,high,strong,true,https://robinhood.com/rhj/stocktokens|Stock Tokens,2026-07-16,csv_manual,
